ID,prestasi-1,jenjang_prestasi-1,prestasi-2,jenjang_prestasi-2,prestasi-3,jenjang_prestasi-3,gol_ukt,lulus_tpb,ip_tpb
179,3,60,3,60,2,80,10,1,2.78
180,0,0,0,0,0,0,7,1,2.57
181,0,0,0,0,0,0,0,1,3.72
182,0,0,0,0,0,0,2,1,2.79
183,0,0,0,0,0,0,0,1,3.33
184,3,60,3,60,3,80,9,1,2.38
185,0,0,0,0,0,0,4,0,2.01
186,0,0,0,0,0,0,10,1,2.65
187,0,0,0,0,0,0,6,1,2.68
188,0,0,0,0,0,0,0,1,2.57
189,0,0,0,0,0,0,1,0,1.72
190,14,20,0,0,0,0,3,1,2.85
191,0,0,0,0,0,0,0,1,2.18
192,0,0,0,0,0,0,5,0,0.53
193,0,0,0,0,0,0,7,0,0
194,0,0,0,0,0,0,3,1,2.83
195,13,20,14,60,14,60,1,1,2.46
196,0,0,0,0,0,0,4,0,1.07
197,0,0,0,0,0,0,4,1,2.51
198,15,20,1,40,15,60,6,1,2.14
199,0,0,0,0,0,0,4,1,2.67
200,14,20,11,60,0,0,2,1,2.76
201,12,60,5,60,14,60,0,0,0.75
202,0,0,0,0,0,0,3,1,2.96
203,14,60,0,0,0,0,2,0,0
204,0,0,0,0,0,0,6,1,2.53
205,0,0,0,0,0,0,3,1,2.39
206,0,0,0,0,0,0,3,1,2.07
207,0,0,0,0,0,0,5,1,2.92
208,3,40,12,80,7,80,4,1,3.31
209,0,0,0,0,0,0,0,1,2.61
210,0,0,0,0,0,0,1,1,3.24
211,0,0,0,0,0,0,4,1,2.82
212,0,0,0,0,0,0,3,1,2.47
213,0,0,0,0,0,0,3,1,2.11
214,7,60,0,0,0,0,6,1,2.19
215,7,60,0,0,0,0,0,1,2.79
216,3,60,5,60,5,80,2,1,2.83
217,0,0,0,0,0,0,7,1,2.46
218,0,0,0,0,0,0,0,1,2.8
219,0,0,0,0,0,0,4,0,0.61
220,7,80,7,80,1,80,7,1,2.14
221,0,0,0,0,0,0,4,1,2.44
222,3,40,12,40,0,0,7,1,2.68
223,0,0,0,0,0,0,6,1,2.94
224,2,20,14,60,2,60,1,1,2.74
225,0,0,0,0,0,0,4,0,0
226,12,20,14,40,14,60,1,1,2.15
227,0,0,0,0,0,0,7,1,3.08
228,13,40,13,80,0,0,4,1,2.42
229,0,0,0,0,0,0,4,1,3.03
230,17,100,0,0,0,0,1,1,2.47
231,0,0,0,0,0,0,10,1,2.26
232,0,0,0,0,0,0,2,0,0.97
233,0,0,0,0,0,0,3,1,2.36
234,3,20,0,0,0,0,4,1,2.49
235,0,0,0,0,0,0,3,1,2.59
236,0,0,0,0,0,0,2,1,2.8
237,0,0,0,0,0,0,6,1,2.4
238,0,0,0,0,0,0,5,1,2.4
239,14,60,14,60,3,80,7,1,2.58
240,0,0,0,0,0,0,5,1,2.89
241,0,0,0,0,0,0,0,1,3.14
242,0,0,0,0,0,0,0,1,2.85
243,13,80,0,0,0,0,0,1,3.32
244,0,0,0,0,0,0,3,0,1.5
245,0,0,0,0,0,0,3,1,2.57
246,0,0,0,0,0,0,1,1,2.31
247,0,0,0,0,0,0,4,1,2.25
248,14,60,14,60,14,80,7,1,2.08
249,0,0,0,0,0,0,2,1,2.53
250,0,0,0,0,0,0,4,1,2.93
251,0,0,0,0,0,0,4,1,2.39
252,0,0,0,0,0,0,5,1,2.6
253,0,0,0,0,0,0,4,1,2.31
254,0,0,0,0,0,0,3,1,2.14
255,17,40,17,40,17,60,3,1,2.28
256,0,0,0,0,0,0,6,1,2.92
257,0,0,0,0,0,0,8,1,2.85
258,7,40,7,60,3,80,5,1,2.07
259,1,20,0,0,0,0,2,1,2.31
260,0,0,0,0,0,0,2,1,2.42
261,0,0,0,0,0,0,7,1,2.83
262,0,0,0,0,0,0,8,1,3.17
263,0,0,0,0,0,0,0,0,0.17
264,0,0,0,0,0,0,3,1,2.15
265,3,40,3,40,0,0,8,1,2.22
266,0,0,0,0,0,0,3,1,2.47
267,0,0,0,0,0,0,5,1,2.79
268,0,0,0,0,0,0,3,0,1.83
269,0,0,0,0,0,0,5,1,2.46
270,2,40,2,40,0,0,8,1,2.86
271,0,0,0,0,0,0,3,1,2.63
272,2,60,2,80,2,80,4,0,0
273,2,20,2,20,2,20,4,1,2.79
274,0,0,0,0,0,0,6,0,1.86
275,0,0,0,0,0,0,0,1,2.57
276,0,0,0,0,0,0,5,0,0
277,0,0,0,0,0,0,4,1,2.44
278,0,0,0,0,0,0,3,1,2.96
279,0,0,0,0,0,0,2,1,2.67
280,0,0,0,0,0,0,0,1,3.08
281,0,0,0,0,0,0,7,1,2.29
282,16,60,0,0,0,0,3,1,2.39
283,3,80,0,0,0,0,0,1,3.19
284,14,20,14,40,14,40,3,0,1.61
285,0,0,0,0,0,0,4,1,2.06
286,3,60,3,60,0,60,4,1,2.46
287,0,0,0,0,0,0,7,1,2.65
288,0,0,0,0,0,0,7,1,2.25
289,0,0,0,0,0,0,3,1,2.22
290,0,0,0,0,0,0,2,1,2.68
291,3,20,14,40,12,40,1,1,2.29
292,0,0,0,0,0,0,5,1,3.03
293,0,0,0,0,0,0,3,1,3.29
294,0,0,0,0,0,0,4,1,2.33
295,0,0,0,0,0,0,6,0,1.36
296,0,0,0,0,0,0,1,1,3.53
297,0,0,0,0,0,0,4,1,2.22
298,0,0,0,0,0,0,1,1,3.01
299,0,0,0,0,0,0,0,1,3.13
300,14,20,14,20,14,20,5,1,2.39
301,10,40,3,60,3,60,1,0,1.76
302,0,0,0,0,0,0,3,1,2.11
303,13,40,13,40,13,40,3,1,2.76
304,0,0,0,0,0,0,4,1,2.18
305,0,0,0,0,0,0,8,1,2.26
306,1,20,13,80,0,80,0,1,2.85
307,14,100,0,0,0,0,9,1,2
308,0,0,0,0,0,0,4,1,2.63
309,0,0,0,0,0,0,3,1,2.42
310,0,0,0,0,0,0,4,1,2.31
311,0,0,0,0,0,0,3,1,2.68
312,0,0,0,0,0,0,4,1,2.04
313,0,0,0,0,0,0,6,1,2.43
314,0,0,0,0,0,0,2,1,2.63
315,0,0,0,0,0,0,3,1,2.4
316,0,0,0,0,0,0,4,1,2.46
317,14,40,14,60,14,60,1,1,2.57
318,0,0,0,0,0,0,7,1,2.32
319,3,60,3,60,3,60,3,0,1.28
320,3,20,3,20,1,20,6,1,2.43
321,0,0,0,0,0,0,3,1,2.43
322,3,60,16,60,16,60,3,1,2.33
323,0,0,0,0,0,0,4,1,2.4
324,0,0,0,0,0,0,5,1,2.93
325,0,0,0,0,0,0,4,1,2.14
326,14,40,16,100,0,100,0,1,2.89
327,12,40,0,0,0,0,5,1,2.36
328,0,0,0,0,0,0,7,1,2.07
329,0,0,0,0,0,0,2,1,2.26
330,0,0,0,0,0,0,4,0,0.99
331,8,40,0,0,0,0,2,1,2.86
332,0,0,0,0,0,0,2,1,3.14
333,3,40,13,80,13,80,6,1,2.33
334,0,0,0,0,0,0,7,1,2.38
335,14,60,14,60,14,60,2,1,2.42
336,0,0,0,0,0,0,2,1,2.9
337,0,0,0,0,0,0,5,1,2.44
338,4,40,2,40,2,40,4,1,2.22
339,3,20,3,20,3,20,3,1,2.83
340,0,0,0,0,0,0,0,1,2.18
341,1,60,0,0,0,0,5,1,2.06
342,0,0,0,0,0,0,2,1,2.82
343,0,0,0,0,0,0,3,1,3.01
344,0,0,0,0,0,0,2,1,3.18
345,0,0,0,0,0,0,3,1,2.13
346,14,20,0,0,0,0,2,1,2.68
347,3,20,3,20,1,20,4,1,2.74
348,0,0,0,0,0,0,5,1,2.64
349,0,0,0,0,0,0,3,0,1.88
350,0,0,0,0,0,0,3,0,2.11
351,0,0,0,0,0,0,2,1,2.64
352,0,0,0,0,0,0,5,1,2.75
353,0,0,0,0,0,0,3,1,2.97
354,7,40,13,40,14,40,7,1,2.64
355,0,0,0,0,0,0,4,1,2.56
356,0,0,0,0,0,0,6,1,2.9
357,0,0,0,0,0,0,2,1,2.64
358,7,40,7,60,3,60,0,0,0
359,0,0,0,0,0,0,4,1,2.4
360,0,0,0,0,0,0,7,1,2.58
361,0,0,0,0,0,0,8,1,3
362,0,0,0,0,0,0,7,0,1.44
363,0,0,0,0,0,0,6,1,3.01
364,15,40,17,40,17,40,7,0,0
365,14,40,14,40,14,40,6,1,2.76
366,0,0,0,0,0,0,5,1,2.79
367,0,0,0,0,0,0,6,0,1.38
368,0,0,0,0,0,0,2,1,2.76
369,3,40,0,0,0,0,1,1,2.11
370,2,60,2,60,0,60,5,1,2.46
371,0,0,0,0,0,0,6,1,2.69
372,0,0,0,0,0,0,2,1,2.49
373,0,0,0,0,0,0,1,1,2.53
374,3,40,0,0,0,0,4,1,2.47
375,0,0,0,0,0,0,8,1,2.11
376,0,0,0,0,0,0,6,1,2.67
377,12,80,12,80,10,80,4,1,2.33
378,0,0,0,0,0,0,3,1,2.25
379,0,0,0,0,0,0,5,0,0
380,0,0,0,0,0,0,2,1,2.53
381,0,0,0,0,0,0,2,1,2.49
382,0,0,0,0,0,0,7,1,2.44
383,0,0,0,0,0,0,7,1,2.75
384,14,40,14,40,14,40,6,1,2.67
385,9,40,9,60,0,60,4,1,3.06
386,0,0,0,0,0,0,7,1,2.64
387,0,0,0,0,0,0,5,1,2.49
388,0,0,0,0,0,0,4,1,2.56
389,0,0,0,0,0,0,4,1,2.33
390,14,60,0,0,0,0,0,0,0
391,0,0,0,0,0,0,3,1,2.22
392,14,20,3,40,14,40,4,1,2.47
393,0,0,0,0,0,0,1,1,2.44
394,0,0,0,0,0,0,8,1,2.25
395,0,0,0,0,0,0,6,1,2.76
396,0,0,0,0,0,0,9,1,2.28
397,0,0,0,0,0,0,3,1,2.28
398,3,20,14,20,14,20,3,1,2.51
399,0,0,0,0,0,0,2,1,2.72
400,14,20,13,60,0,60,3,1,2.71
401,0,0,0,0,0,0,3,1,2.96
402,0,0,0,0,0,0,4,1,2.65
403,0,0,0,0,0,0,4,1,2.58
404,0,0,0,0,0,0,2,1,2.36
405,0,0,0,0,0,0,3,1,3.22
406,0,0,0,0,0,0,0,0,0.64
407,2,60,2,80,2,80,8,1,2.51
408,2,60,2,60,0,60,5,1,2.72
409,14,20,0,0,0,0,8,1,3.13
410,14,20,3,40,0,40,2,1,3.64
411,0,0,0,0,0,0,3,1,3.13
412,0,0,0,0,0,0,4,1,2.64
413,0,0,0,0,0,0,5,1,2.25
414,0,0,0,0,0,0,3,0,0
415,0,0,0,0,0,0,2,1,2.22
416,0,0,0,0,0,0,7,0,0
417,0,0,0,0,0,0,7,1,2.08
418,0,0,0,0,0,0,3,1,2.85
419,0,0,0,0,0,0,8,0,0.22
420,3,60,3,60,14,60,5,0,0
421,3,20,3,40,0,40,5,1,2.11
422,0,0,0,0,0,0,6,1,3.13
423,0,0,0,0,0,0,3,1,2.19
424,0,0,0,0,0,0,2,1,2.18
425,0,0,0,0,0,0,6,1,3.58
426,0,0,0,0,0,0,1,1,2.81
427,0,0,0,0,0,0,9,1,2.06
428,0,0,0,0,0,0,4,1,2.88
429,14,20,14,40,2,40,3,1,2.07
430,14,20,0,0,0,0,3,1,2.22
431,2,60,2,60,0,60,3,1,2.74
432,0,0,0,0,0,0,9,1,3.19
433,0,0,0,0,0,0,5,0,0.92
434,3,80,7,80,3,80,7,1,2.58
435,0,0,0,0,0,0,3,1,2.71
436,4,40,4,60,0,60,5,1,2.96
437,0,0,0,0,0,0,4,0,2.26
438,0,0,0,0,0,0,3,1,2.4
439,14,60,0,0,0,0,5,1,2.82
440,0,0,0,0,0,0,6,1,2.31
441,0,0,0,0,0,0,4,1,2.89
442,14,20,0,0,0,0,2,1,3.11
443,0,0,0,0,0,0,5,1,2.35
444,14,60,0,0,0,0,4,1,2.58
445,0,0,0,0,0,0,6,0,0.93
446,3,20,3,20,0,20,1,0,1.83
447,14,60,0,0,0,0,1,1,2.18
448,14,20,14,60,14,60,4,1,2.32
449,0,0,0,0,0,0,3,1,2.54
450,0,0,0,0,0,0,4,1,2.11
451,14,20,11,80,0,80,0,1,2.83
452,2,60,2,60,2,60,4,0,0
453,3,20,14,20,0,20,0,1,3.36
454,0,0,0,0,0,0,2,1,2.4
455,13,60,3,60,14,60,4,1,2.99
456,0,0,0,0,0,0,5,1,2.46
457,0,0,0,0,0,0,9,1,2.67
458,0,0,0,0,0,0,6,0,2.11
459,0,0,0,0,0,0,3,1,2.19
460,0,0,0,0,0,0,2,1,2.68
461,0,0,0,0,0,0,7,1,2.16
462,0,0,0,0,0,0,5,0,1.08
463,14,20,14,40,3,40,3,1,2.33
464,0,0,0,0,0,0,3,1,2.71
465,2,20,15,20,0,20,7,1,2.86
466,0,0,0,0,0,0,4,0,0.22
467,0,0,0,0,0,0,1,1,2.2
468,3,20,16,20,14,20,3,1,2.19
469,0,0,0,0,0,0,1,1,2.74
470,14,40,0,0,0,0,3,1,2.29
471,0,0,0,0,0,0,4,1,2.5
472,14,40,14,40,14,40,3,1,2.17
473,0,0,0,0,0,0,5,0,0.21
474,1,20,14,20,3,20,1,0,1.53
475,0,0,0,0,0,0,5,1,2.6
476,0,0,0,0,0,0,6,1,2.75
477,0,0,0,0,0,0,6,1,2.26
478,0,0,0,0,0,0,5,1,2.74
479,0,0,0,0,0,0,2,1,2.39
480,2,40,2,40,2,40,0,1,2.81
481,14,60,0,0,0,0,1,1,2.38
482,0,0,0,0,0,0,4,1,2.74
483,0,0,0,0,0,0,0,1,2.22
484,0,0,0,0,0,0,5,1,2.84
485,0,0,0,0,0,0,0,1,2.82
486,0,0,0,0,0,0,1,1,2.42
487,0,0,0,0,0,0,2,1,2.21
488,0,0,0,0,0,0,7,1,2.14
489,0,0,0,0,0,0,6,1,2.35
490,0,0,0,0,0,0,1,1,2.33
491,0,0,0,0,0,0,9,1,2.42
492,0,0,0,0,0,0,4,1,2.56
493,15,60,0,0,0,0,7,1,2.17
494,0,0,0,0,0,0,6,0,1.38
495,0,0,0,0,0,0,5,1,2.28
496,0,0,0,0,0,0,7,1,2.29
497,0,0,0,0,0,0,0,1,2.35
498,0,0,0,0,0,0,3,1,2.18
499,13,40,14,60,14,60,7,0,1.24
500,0,0,0,0,0,0,4,1,2.61
501,10,40,1,60,1,20,4,1,3.61
502,0,0,0,0,0,0,5,1,2.92
503,0,0,0,0,0,0,3,1,3.53
504,16,20,16,40,0,0,7,0,0
505,14,40,14,40,14,40,5,1,3.08
506,0,0,0,0,0,0,6,1,2.96
507,0,0,0,0,0,0,2,1,3.17
508,0,0,0,0,0,0,2,1,3.26
509,15,60,15,60,13,80,6,0,0
510,0,0,0,0,0,0,5,1,2.9
511,14,60,14,20,14,20,0,1,2.57
512,0,0,0,0,0,0,3,1,2.85
513,3,20,14,40,14,60,3,1,3.26
514,0,0,0,0,0,0,0,1,3.67
515,0,0,0,0,0,0,2,1,3.03
516,0,0,0,0,0,0,2,1,3.81
517,0,0,0,0,0,0,3,1,3.69
518,14,60,14,60,0,0,2,1,2.47
519,5,60,13,60,0,0,3,1,2.86
520,0,0,0,0,0,0,5,1,2.65
521,7,40,0,0,0,0,6,1,3.42
522,14,80,0,0,0,0,6,1,2.9
523,0,0,0,0,0,0,3,1,3.65
524,14,40,14,40,14,20,3,1,3.06
525,0,0,0,0,0,0,4,1,2.42
526,16,60,2,40,2,80,6,1,2.81
527,14,60,14,60,14,60,4,1,3.06
528,0,0,0,0,0,0,3,1,3.33
529,0,0,0,0,0,0,3,1,2.56
530,0,0,0,0,0,0,0,1,2.81
531,14,20,16,40,2,60,0,1,2.81
532,14,20,14,20,0,0,6,1,2.6
533,3,60,3,80,17,80,1,0,0
534,0,0,0,0,0,0,8,0,0.5
535,0,0,0,0,0,0,2,1,2.97
536,0,0,0,0,0,0,3,1,2.6
537,0,0,0,0,0,0,7,1,2.14
538,0,0,0,0,0,0,8,1,2.39
539,0,0,0,0,0,0,6,0,0.17
540,2,80,2,80,2,80,4,1,2.28
541,14,20,0,0,0,0,4,1,2.81
542,12,40,12,60,0,0,3,1,3.56
543,0,0,0,0,0,0,2,1,2.11
544,3,40,0,0,0,0,3,1,3.19
545,14,40,0,0,0,0,5,1,3.06
546,0,0,0,0,0,0,2,1,2.58
547,0,0,0,0,0,0,3,1,3.33
548,0,0,0,0,0,0,3,0,0
549,0,0,0,0,0,0,7,1,2.33
550,14,60,13,60,13,40,3,1,3.89
551,14,60,14,60,14,60,3,1,3.81
552,0,0,0,0,0,0,6,1,2.68
553,16,40,14,40,16,60,9,1,2.6
554,0,0,0,0,0,0,5,1,2.44
555,14,40,3,60,14,80,8,1,3.28
556,3,80,7,40,15,20,0,1,3.33
557,0,0,0,0,0,0,3,0,1.56
558,0,0,0,0,0,0,2,1,3.92
559,14,60,0,0,0,0,2,1,3.56
560,1,60,1,60,13,80,3,1,3.03
561,0,0,0,0,0,0,3,1,3.61
562,0,0,0,0,0,0,3,1,3.74
563,0,0,0,0,0,0,3,1,3.1
564,0,0,0,0,0,0,3,1,2.58
565,0,0,0,0,0,0,0,1,3.13
566,0,0,0,0,0,0,1,1,3.63
567,0,0,0,0,0,0,3,1,3.19
568,0,0,0,0,0,0,5,1,2.94
569,0,0,0,0,0,0,5,0,0.85
570,14,60,14,40,14,20,4,1,2.6
571,0,0,0,0,0,0,1,1,3.39
572,0,0,0,0,0,0,4,1,3.47
573,0,0,0,0,0,0,3,1,2.83
574,0,0,0,0,0,0,0,1,2.5
575,15,40,15,60,0,0,4,1,3.15
576,0,0,0,0,0,0,3,1,2.72
577,0,0,0,0,0,0,3,1,3.19
578,13,60,13,40,14,60,2,1,3
579,0,0,0,0,0,0,7,1,3.1
580,0,0,0,0,0,0,4,1,3.33
581,0,0,0,0,0,0,4,1,2.72
582,14,40,0,0,0,0,5,1,2.39
583,0,0,0,0,0,0,3,0,0
584,15,40,2,60,0,0,4,1,2.97
585,0,0,0,0,0,0,5,0,1.69
586,0,0,0,0,0,0,0,1,3.1
587,0,0,0,0,0,0,2,1,2.06
588,0,0,0,0,0,0,4,1,2.94
589,1,40,1,40,1,40,5,1,2
590,3,60,3,60,0,0,7,1,3.68
591,2,40,1,60,1,60,5,0,1.9
592,0,0,0,0,0,0,4,1,2.5
593,0,0,0,0,0,0,3,1,3.03
594,0,0,0,0,0,0,3,1,3.14
595,0,0,0,0,0,0,4,1,2.51
596,16,60,16,60,16,60,0,1,3.71
597,0,0,0,0,0,0,0,1,3.22
598,15,40,11,40,0,0,0,1,3.19
599,0,0,0,0,0,0,5,1,2.78
600,16,60,5,60,0,0,5,1,3.04
601,0,0,0,0,0,0,2,1,3.19
602,2,60,0,0,0,0,4,1,2.93
603,0,0,0,0,0,0,0,1,3.47
604,0,0,0,0,0,0,3,1,3.39
605,0,0,0,0,0,0,4,1,2.43
606,14,40,5,40,3,40,6,1,3.11
607,0,0,0,0,0,0,6,1,3.4
608,0,0,0,0,0,0,7,1,3.18
609,1,80,1,60,13,40,7,1,2.19
610,0,0,0,0,0,0,8,1,3
611,14,40,0,0,0,0,4,0,0.39
612,0,0,0,0,0,0,5,1,2.58
613,1,40,14,40,14,40,6,0,0
614,3,60,0,0,0,0,6,1,3.08
615,0,0,0,0,0,0,6,0,0
616,14,40,0,0,0,0,5,1,3.33
617,3,60,0,0,0,0,5,1,3.5
618,0,0,0,0,0,0,2,1,3.83
619,0,0,0,0,0,0,3,1,2.89
620,3,60,3,60,3,60,7,1,3.49
621,14,60,14,60,3,60,3,1,2.19
622,3,20,14,20,3,80,8,1,3
623,2,20,14,40,0,0,7,1,3.08
624,4,60,7,80,3,20,0,1,3.33
625,0,0,0,0,0,0,5,1,2.67
626,0,0,0,0,0,0,6,1,3.08
627,0,0,0,0,0,0,5,1,2.22
628,0,0,0,0,0,0,4,1,3.64
629,0,0,0,0,0,0,6,1,3.54
630,0,0,0,0,0,0,5,1,3.17
631,0,0,0,0,0,0,6,0,0
632,14,20,14,40,5,60,0,1,2.78
